"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"32","1040303579","washer","A","4","GB/T96.1-2002"
"33","1040202855","nut","A","4","GB/T889.1-2000"
"34","1040301515","washer","A","4","GB/T97.1-2002"
"35","1040002738","bolt","A","4","GB/T5783-2000"
"36","00771100110230400","block","B","1",""
"37","00771100110230200","Block II","B","1",""
"38","00771100110232000","Protective hood","B","1",""
"39","00773400100261060","bolt","A","2",""
"40","1040302480","washer","B","4","GB/T96.1-2002"
"41","1040200503","nut","A","2","GB/T889.1-2000"
"42","1040103112","screw","A","4","GB/T70.1-2000"
