"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"13","02555407010201132","Crushing and electric shock hazard","A","4",""
"18","00771607000201012","Chassis load safety-11500kg","A","8",""
"32","00773407000201412","Safety lanyard point","A","12",""
"33","00773407000401142","Platform console","A","2",""
"34","00773407000401222","Platform indicator instruction","A","2",""
"35","00773407000231192","Smashing hazard","A","4",""
"36","02552007020401032","ZT32J-V Platform Decal Assembly","A","2",""
"37","00773407000231392","Save manual","A","2",""
"38","00773407000201012","ZOOMLION-Platform","B","2",""
"39","02555407010201142","Collision and electric shock hazard","A","4",""
"40","00771407000201132","ZOOMLION-Counterweight","B","2",""
"46","02552007020401012","ZT32J-V Model label on Boom","A","2",""
