"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1000001002","diesel oil engine","A","1","V2607-CR-TIE5B-
ZML-1"
"2","1040003912","bolt","A","4","GB/T5783-2000"
"3","1040302492","washer","B","4","GB/T97.1-2002"
"4","00771407140201030","bending plate III","A","1",""
"5","1040100105","screw","B","4","GB/T70.1-2000"
"6","1040300771","washer","A","4","GB/T97.1-2002"
"7","1000001002_REF008","reference assembly","A","2",""
"8","00772107120201060","ECU mounting plate","A","1",""
"9","1040201896","nut","A","4","GB/T889.1-2015"
"10","1040301515","washer","A","4","GB/T97.1-2002"
"11","1040004518","bolt","A","4","GB/T5783-2000"
"12","1009900942","engine shock absorber","A","8","07Y-03-10000A-
1150"
"13","00773407100201050","base plate","A","4",""
"14","1040200161","nut","A","4","GB/T889-1986"
"15","02551707150210000","Engine tray","A","1",""
"16","00771407140201020","Bending plate II","A","1",""
"17","00771407140201010","Bending plate I","A","1",""
"18","00771407140201040","bending plate IV","B","1",""
"19","1040302490","washer","B","16","GB/T97.1-2002"
"20","1040002273","bolt","B","16","GB/T5786-2000"
"21","1040101492","screw","A","12","GB/T70.1-2000"
"22","1040101692","bolt","B","8","GB/T5786-2000"
"23","00771407140201070","coupler","A","1",""
"24","1030400480","elastic coupler assembly","B","1","714368-1"
