"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1019813241(2)","Proportional battery valve","A","2",""
"2","1081012002","O-ring","A","2",""
"3","1040104968","Hex socket cap screw","A","4",""
"4","1081012003","O-ring","A","2",""
"5","1010310438(2)","Safety valve","A","2",""
"6","1019815301","Valve core","A","1",""
"7","1019815300(2)","Spring seat","A","2",""
"8","1019815302(2)","spring","A","2",""
"9","1081011999(3)","O-ring","A","1",""
"10","1081011998(3)","O-ring","A","3",""
"11","1019815303(2)","Compensating spool","A","1",""
"12","1019815391(2)","Plug","A","1",""
"13","1081012001(2)","O-ring","A","1",""
"14","1019815304(2)","Check valve","A","2",""
"15","1019815316","Valve core","A","1",""
