"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"72","1040002433","bolt","A","18","GB/T5783-2000"
"73","02551500301410000","slider","A","2",""
"74","1040302489","washer","B","38","GB/T97.1-2002"
"75","1040002434","bolt","A","10","GB/T5783-2016"
"76","1040004565","bolt","A","6","GB/T5783-2016"
"77","1040102761","screw","A","4","GB/T70.1-2000"
"78","00773400300001150","Adjustable gasket VI","A","12",""
"79","00771100301320000","slider","B","8",""
"80","00773400300001140","Adjustable spacer V","B","30",""
"81","00771100301490000","slider","B","2",""
"82","02551500301401100","adjustable spacer(5mm)","A","2",""
"83","00771100301601071","adjustable spacer","A","4",""
"84","00771100301601061","adjustable spacer","A","4",""
