"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040301515","washer","A","25","GB/T97.1-2002"
"3","1040302489","washer","B","50","GB/T97.1-2002"
"5","00771600700001010","Pipeline pressing block","C","8",""
"6","1040004656","bolt","A","3","GB/T5782-2000"
"7","00771400710001021","pressing plate","A","4",""
"9","00771600700001120","Pipeline clamp","A","4",""
"10","00771600700001131","pressing plate","A","2",""
"11","1040103375","screw","A","16","GB/T70.2-2000"
"12","1040200504","nut","A","23","GB/T889.1-2000"
"15","1040301502","washer","A","27","GB/T93-1987"
"18","02552000710400000","Long dragging pipe","A","1",""
"20","1040002458","bolt","A","20","GB/T5783-2000"
"21","1040302480","washer","B","20","GB/T96.1-2002"
"22","00771100750200000","Wiring duct- lower cover","B","4",""
"23","00771100750001050","Wiring duct- upper cover","B","4",""
"36","02552000701200000","Long steel chain","B","1",""
"42","1040004522","bolt","A","2","GB/T5783-2000"
"43","1040002434","bolt","A","15","GB/T5783-2016"
"44","02552000702400000","Long chain bracketII","A","1",""
"45","00771500701800000","Long chain bracket","A","3",""
"46","00771500702000000","Long chain tail bracket","B","1",""
"47","02552000700001230","Wiring duct- upper cover","A","1",""
"48","02552000702200000","Wiring duct- lower cover","A","1",""
