"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"4","1040302480","washer","B","84","GB/T96.1-2002"
"8","1040002281","bolt","A","13","GB/T5783-2000"
"10","02552001100001100","bracket","C","2",""
"11","1040200504","nut","A","8","GB/T889.1-2000"
"12","1040302512","washer","A","16","GB/T96.1-2002"
"13","1040004678","knob bolt","A","4",""
"18","02551501120601020","round steel","A","2",""
"19","1040100105","screw","B","8","GB/T70.1-2000"
"20","1040300771","washer","A","14","GB/T97.1-2002"
"21","1109900765","hydraulic gate lock","A","2",""
"22","00771201100001010","Mounting bracket","B","1",""
