"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"21","02551507030201120","Yellow arrow","A","6",""
"22","02551507030201110","Blue arrow","A","6",""
"30","00773407000401512","Cold start","A","2",""
"31","00773407000401082","Ground indicator instruction","A","2",""
"43","02551507030401112","Fuel tank safety label","A","2",""
"44","00775407000201110","Liquid level label","A","2",""
"45","00771407000401162","Hydraulic tank","A","2",""
"47","00771407000201100","Yellow triangle","A","4",""
"48","00771407000201110","Blue triangle","A","4",""
"51","00771407000401212","High temperature warning label","A","2",""
"52","00771407000401352","Euro stage V - Panel Indicator
precautions","A","2",""
