"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"115","02552000301201060","Lower pressing plate","A","1",""
"116","02552000301201021","Side dust brush plate I","A","1",""
"117","02552000301201070","Side pressing plate","A","2",""
"118","1040302489","washer","B","18","GB/T97.1-2002"
"119","02552000301201051","Side dust brush plate II","A","1",""
"120","1040300771","washer","A","18","GB/T97.1-2002"
"121","00771100301310000","slider","B","2",""
"122","00773400300001131","adjustable spacer(2mm)","A","6",""
"123","02552300301201010","Upper brush plate","A","1",""
"124","1040001631","bolt","A","18","GB/T5783-2000"
"125","00771600301215010","Upper pressing plate","A","1",""
"126","00773400300001140","Adjustable spacer V","B","16",""
"127","02552000301201040","Lower dust brush plate II","A","1",""
"128","02552000301201030","Lower dust brush plate I","A","2",""
"129","00773400300001150","Adjustable gasket VI","A","8",""
"130","1040002434","bolt","A","18","GB/T5783-2016"
"131","00771100301320000","slider","B","4",""
"132","02552000301220000","slider","A","2",""
