"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"48","1040302489","washer","B","52","GB/T97.1-2002"
"65","00771600301001470","Wear spacer II","B","6",""
"107","02552000301001040","No.2 extending wire rope","A","3",""
"154","1040002436","bolt","A","5","GB/T5783-2000"
"170","1040201904","nut","A","6","GB/T889.1-2015"
"171","1040100378","screw","B","6","GB/T70.1-2000"
"172","1040300514","washer","A","12","GB/T97.1-2002"
"173","02552300301001080","Drivepipe","A","3",""
"174","02552000301020000","No.2 extending pulley","A","1",""
"175","02552000301001020","Second extending pulley guard plate","B","2",""
"176","00771900311150001","Second extending pulley axle","D","1",""
"177","02552000301001010","lubrication-free bearing","A","2",""
"178","1040302821","washer","A","1","GB/T96.1-2002"
