"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1021405443","Tilting angle sensor","A","1","TLP300.2.O.065.6.2.
R .0.N1"
"2","1020900063","battery","A","1","6-QW-200"
"3","1021404070","GEFRAN pressure sensor","A","1","KS-E-E-Z-B04C-M-
V-54 8"
"4","1020304982","buzzer","A","1","GFB-202-G"
"5","1029909162","DC contactor","A","1","THZ8-200A12"
"6","1020522119","Power switch","A","1","THH2-300"
"7","025520062D0510020","ECU cables","A","1",""
"8","025520062D0510010","Turntable harness","A","1",""
"9","025520062D0530000","Turntable electric control box
assembly","A","1",""
"10","1020404399","Work light","B","1","JD90A-H03Y012"
"11","1020522288","limit switch","A","1","ZCP21+ZCE01+ZC
Y25+ZC PEP16"
