"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"36","1040004565","bolt","A","11","GB/T5783-2016"
"37","1040004519","bolt","A","8","GB/T5783-2000"
"38","1040302489","washer","B","12","GB/T97.1-2002"
"55","1040302480","washer","B","6","GB/T96.1-2002"
"73","1040201089","nut","A","2","GB/T6170-2000"
"74","00771500800001060","Radiator mount bracket","C","1",""
"75","00771500810001010","rubber pad","A","2",""
"76","00771400800001150","spacer","A","4",""
"79","02551500820001100","Electric cabinet bracket II","D","1",""
"80","02551500800001011","rubber pad","B","1",""
"81","02552000810001090","Radiator tray","A","1",""
"82","02552000810001071","Stop valve bracket","A","1",""
