"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"6","1040302492","washer","B","7","GB/T97.1-2002"
"23","1040302490","washer","B","23","GB/T97.1-2002"
"48","1040302489","washer","B","52","GB/T97.1-2002"
"90","02552000301001060","No.2 retracting wire rope","A","2",""
"107","02552000301001040","No.2 extending wire rope","A","3",""
"154","1040002436","bolt","A","5","GB/T5783-2000"
"155","1040201382","nut","A","5","GB/T6170-2000"
"156","1040200161","nut","A","5","GB/T889-1986"
"157","02551800301040000","Weldment of guide wheel","A","2",""
"158","00771600301001410","Wire rope protective plate","A","2",""
"159","00771600301001431","connecting plate","A","4",""
"160","1040004509","bolt","A","8","GB/T5783-2000"
