"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","00771407030201152","DANGER-No unauthorized operation","A","2",""
"2","00773407000201472","Burn label","A","4",""
"3","00773407002001172","No touch label","A","2",""
"4","00773407000201432","lifting point","A","4",""
"5","02555407010201152","Hood safety label","A","2",""
"6","00773407000231592","Tie down point and lifting point label
I","A","4",""
"7","00773407010231022","Hand pinch hazard","A","4",""
"8","02555407010231062","Remove refering to instruction","A","4",""
"9","00773407000231582","Tie down point and lifting point label","A","12",""
"10","00773407000201272","No water washing","A","6",""
"11","02555407010231022","The overturned without words is 
dangerous 300KG-454KG","A","4",""
"12","02552007000201042","Transportation and lifting instruction","A","2",""
"13","02555407010201132","Crushing and electric shock hazard","A","4",""
"14","00771407000201122","ZOOMLION-hood","B","4",""
"19","00775607000401322","Uninsulation label","A","4",""
"20","00773407000231252","Plug stop pin","A","2",""
"21","02551507030201120","Yellow arrow","A","6",""
"22","02551507030201110","Blue arrow","A","6",""
