"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"12","1040300771","washer","A","8","GB/T97.1-2002"
"25","1040301515","washer","A","6","GB/T97.1-2002"
"48","1040302489","washer","B","52","GB/T97.1-2002"
"59","02552000301001050","No.1 retracting wire rope","A","2",""
"93","1040002434","bolt","A","6","GB/T5783-2016"
"133","00771600300001041","spacer","A","2",""
"134","00771400340001091","Sensor hood","A","1",""
"135","1040005844","bolt","A","4","GB/T5783-2000"
"136","1040004518","bolt","A","4","GB/T5783-2000"
"137","02557000300820000","Anti-rotating pipe weld","B","2",""
"138","02552000301030000","Fixed pulley","B","2",""
"139","1040201093","nut","A","2","GB/T6170-2000"
"140","1040302493","washer","B","2","GB/T97.1-2002"
"141","1040200741","nut","A","2","GB/T889.1-2000"
