"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","00771405201610000","Oil tank","A","1",""
"2","00771405201601010","cover plate - rubber pad","A","1",""
"3","1040301515","washer","A","16","GB/T97.1-2002"
"4","1040301510","washer","A","16","GB/T93-1987"
"5","1040004519","bolt","A","2","GB/T5783-2000"
"6","1040004518","bolt","A","14","GB/T5783-2000"
"7","1010601139","oil return filter","A","1","RFMON185B
D10A1.0/-V 300"
"8","1140114950","long male stud connector","A","1","GE28LREDOMDCF
-L80"
"9","1140111737","Hose connector","A","1","Q/ZLZK1010010-
2012"
"10","00771405251620000","cover plate assembly","A","1",""
"11","1010500489","air filter","A","1","EFB480H150-W"
"12","1140107416","Hex oil port plug","A","1","VSTI1/2EDCF"
