"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02552000810200000","Turntable weldment","E","1",""
"14","1040300735","washer","A","8","GB/T96.1-2002"
"15","1040301515","washer","A","10","GB/T97.1-2002"
"16","1040004517","bolt","A","6","GB/T5783-2000"
"18","1040201875","nut","B","4","GB/T889.1-2000"
"19","00772500800001191","Tray spacer I","A","2",""
"20","00772500800001201","Tray spacer II","A","2",""
"21","00771400800001111","adjustable spacer","A","2",""
"22","1040004508","bolt","A","2","GB/T5783-2000"
"23","00771400800001100","block","B","1",""
"24","1040302492","washer","B","5","GB/T97.1-2002"
"25","00771400840001010","bending plate I","A","1",""
"26","1040302513","washer","A","1","GB/T96.1-2002"
"27","1040002445","bolt","A","1","GB/T5783-2000"
"28","00771400800001020","Self-lubricating bearing","A","2",""
"29","00773400800001150","Friction plate","A","1",""
"30","00771400800001030","pin","D","1",""
"31","1040002434","bolt","A","4","GB/T5783-2016"
"32","00773400300001200","stop pin","F","1",""
"33","1040302512","washer","A","2","GB/T96.1-2002"
"34","1040004507","bolt","A","2","GB/T5783-2000"
"35","00771400801800000","Plug assembly","A","1",""
"45","1040201865","nut","A","2","GB/T6170-2000"
"46","1040001631","bolt","A","2","GB/T5783-2000"
"47","00771400800001190","Power switch mount bracket","A","1",""
"48","00771100800001120","electrical switch bracket","A","1",""
