"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"10","1039906503","Output gear","A","1",""
"11","1039814236","Dust cover","A","1",""
"12","1039814237","Bearing seat","A","1",""
"13","1040304395","Hole retaining ring","A","1",""
"14","1040400416","Magnetic plug","A","2",""
"15","1039814238","seal ring","A","2",""
"16","1039814239","Primary planet carrier","A","1",""
"17","1039814240","Secondary planetary gear shaft","A","4",""
"18","1039814241","Primary planetary gear washer","A","4",""
"19","1039814242","Secondary planetary gear washer","A","4",""
"20","1039814243","Primary planetary gear","A","4",""
"21","1050202924","Bearing","A","4",""
"22","1040304396","Hole retaining ring","A","8",""
"23","1040304397","Shaft ring","A","4",""
"24","1039814244","Primary center wheel","A","1",""
"25","1039814245","Secondary planet carrier","A","1",""
"26","1039814246","Primary planetary gear shaft","A","3",""
"27","1039814247","Primary planetary gear washer","A","3",""
"28","1040304398","Shaft ring","A","1",""
"29","1039814248","Secondary planetary gear","A","3",""
"30","1050202925","Bearing","A","3",""
"31","1040304399","Shaft ring","A","3",""
"32","1039814249","Secondary center wheel","A","1",""
"33","1081013164","O-ring","A","2",""
"34","1040304400","Compound gasket","A","2",""
"35","1040105117","Hexagonal socket head plug","A","2",""
"36","1039814250","Piston housing","A","1",""
"37","1039814251","Limit washer","A","1",""
"38","1040304401","Hole retaining ring","A","1",""
"39","1040304390","Nylon retaining ring","A","1",""
"40","1081013165","O-ring","A","1",""
"41","1039814252","Piston","A","1",""
"42","1039814253","Input flange","A","1",""
"43","1081201960","Vent plug (ED ring)","A","1",""
"44","1040105118","Hex socket cap screw","A","12",""
