"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","00771100220200001","Upper link","B","1",""
"2","00771400220001141","Jib screw","A","4",""
"3","1040301515","washer","A","16","GB/T97.1-2002"
"4","1040200503","nut","A","8","GB/T889.1-2000"
"5","00771400210001210","Jib pipeline upper stop plate","C","2",""
"6","00771400220001070","Jib lower clamp","B","2",""
"7","00771100220001020","Jib pipeline cover","B","1",""
"8","1040004590","bolt","A","4","GB/T5783-2000"
"9","00771400211200000","adjustable clamp","B","2",""
"10","00771100220001030","Upper linkage pin","A","2",""
"11","1040004511","bolt","A","2","GB/T5783-2000"
"12","00773400200001070","stop pin","E","3",""
