"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"25","1040102372","Hex socket cap screw","A","4","GB/T70.1-2000"
"26","1020605394","fuse","A","1","297010"
"27","1029904933","dam-board","A","2","2004-1392"
"28","1020520942","end plate","A","1","2002-1691"
"29","1040300051","washer","A","4","GB/T97.1-2002"
"30","1020605395","fuse","A","4","297005"
"31","1029905392","Terminal","A","5","2002-1681"
"32","1029805618","Socket","A","1","T417111005-002"
"33","1020809446","guide rail","A","1","SU 35/7.5-1(4.8-25)"
"34","1020704265","3 wire grounding terminal strip","A","5","2004-1307"
"35","1040300062","washer","B","4","GB/T93-1987"
"36","1020404405","Flashy buzzer","B","1","AD17-
22SML/DC12VR"
"37","1020700974","dam-board","A","2","249-116"
"38","1029904920","ZDU2.5 short contact tag","A","4","2002-402"
"39","1029904980","Terminal","A","10","2004-1301"
"40","1029907643","Socket","A","1","192900-0437"
"41","1022396084","Cable fixed head","A","1","HSK-M20B"
"42","1020103903","controller","B","1","RC28-14/30"
"43","1029906990","ITT plug","A","1","192900-0074"
