"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"10","00771100220001030","Upper linkage pin","A","2",""
"11","1040004511","bolt","A","2","GB/T5783-2000"
"12","00773400200001070","stop pin","E","3",""
"14","00771100210001020","Lower linkage pin","B","2",""
"20","00771100210001030","The main arm is connected to the pin","B","1",""
"21","00773400400001020","Bearing","A","4",""
"22","00771900210600000","Support","C","1",""
"23","1040302490","washer","B","1","GB/T97.1-2002"
"24","1040002437","bolt","A","1","GB/T5783-2000"
"25","00771100210001040","Lubrication-free bearing I","A","2",""
