"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"23","1040302490","washer","B","23","GB/T97.1-2002"
"24","1040002442","bolt","A","7","GB/T5783-2000"
"48","1040302489","washer","B","52","GB/T97.1-2002"
"55","1040200507","nut","A","5","GB/T889.1-2000"
"85","02552000301001170","BlockⅡ","A","2",""
"86","02552000301001180","Bush II","A","2",""
"87","1040002262","bolt","B","2","GB/T5783-2000"
"88","00771500301060000","No.2 retracting pulley","D","2",""
"89","02552000301001070","Second retracting pulley guard plateⅡ","A","1",""
"90","02552000301001060","No.2 retracting wire rope","A","2",""
"91","00771600301001140","limit block","B","1",""
"92","02552000301070000","Second retract pin","B","2",""
"93","1040002434","bolt","A","6","GB/T5783-2016"
"94","00771500301001081","Wire rope bracket II","A","1",""
"95","1040101995","screw","A","4","GB/T70.1-2000"
"96","00771500301001161","lubrication-free bearing","A","2",""
"97","00771600301001460","Wear gasket I","B","4",""
"200","02552000301001080","Second retracting pulley guard plateⅠ","A","1",""
