"NO.","Material No.","Item and Spec","Units","Remark"
"21","1040000288","Bolt M8×25-8.8","4","GB/T5783-2000"
"22","1040300063","Washer 8","4","GB/T93-1987"
"23","1040300094","Washer 8-140HV","4","GB/T96.1-2002"
"24","00775302890001120","Ladder mounting plate","2",""
"25","1040100105","Screw M6×25-8.8","8","GB/T70.1-2000"
"26","1040300062","Washer 6","8","GB/T93-1987"
"27","1040300093","Washer 6-200HV","12","GB/T96.1-2002"
"28","00775302890001070","Counterweight pressing plate","1",""
"29","1040100237","Screw M6×30-8.8","2","GB/T70.1-2000"
"30","1021904229","Vehicle-mounted battery 
charger   
(ZS0606ACW)","1",""
"","1020999046","Vehicle-mounted battery 
charger   
(ZS0607ACW-Li)","1",""
"31","00775302890001110","Waterproof cover plate","1",""
"32","1020605443","Residual current circuit breaker","1",""
