"Item","Part No.","Description","Qty."
"1","00002668","ECU harness","1"
"2","00003378","Lowering valve (JCPT1412DC)","1"
"","00003379","Lowering valve (JCPT1612DC, JCPT1614DC)","1"
"3","00002174","Limit switch harness (JCPT1412DC)","1"
"","00002693","Limit switch harness (JCPT1612DC, JCPT1614DC)","1"
"4","00002179","Angle & pressure sensors harness(JCPT1412DC)","1"
"","00002701","Angle & pressure sensors harness (JCPT1612DC, 
JCPT1614DC)","1"
"5","00002699","Platform control box harness (JCPT1412DC)","1"
"","00002700","Platform control box harness(JCPT1612DC,JCPT1614DC)","1"
"6","00002169","Ground control panel harness","1"
"7","00002679","Pump motor positive harness","1"
"8","00002690","Drive motor harness (JCPT1412DC)","1"
"","00002691","Drive motor harness (JCPT1612DC, JCPT1614DC)","1"
"9","00002683","Pump motor negative harness","1"
"10","00002674","Motor controller harness 1","1"
"11","00002706","DC contactor harness","1"
"12","00002662","Battery positive harness(JCPT1412DC)","1"
"","00002663","Battery positive harness(JCPT1612DC, JCPT1614DC)","1"
"13","00002653","Battery negative harness(JCPT1412DC)","1"
"","00002165","Battery negative harness(JCPT1612DC, JCPT1614DC)","1"
"14","00002652","Battery harness 2","1"
"15","00002654","Battery harness 4","1"
"16","00002163","Battery harness 3","1"
"17","00002651","Battery harness 1","1"
"18","","Controller (refer to 105.1)","1"
"19","","Coil (refer to 401.1, 402.1)","2"
"20","","Beacon (refer to 113.1)","1"
