"Item","Part No.","Description","Qty."
"1","10000044","Line bridge","1"
"2","","Upper lift cylinder assembly (without seal kit) (refer to 
402.1)","1"
"3","10000286","Inner arm 3","1"
"4","00001027","Bolt  GB/T 5782  M10×80","19"
"5","00000623","Nut  GB/T 6182  M10","19"
"6","00000595","895-38.1×220  Pin","3"
"7","00000787","Circlips  JB/ZQ 4342-38","17"
"8","10000254","Washer","14"
"9","10000257","Spacer sleeve","4"
"10","00000438","8813-38.1×44.45×31.75  Bearing","34"
"11","00000566","898-38.1×205.5  Pin","4"
"12","10000255","Chassis slider","2"
"13","10000425","Hydraulic hoses manifolds","1"
"14","00000832","Screw  GB/T 70.3  M6×25","2"
"15","10000403","Hose","1"
"16","10001171","Hose","1"
"17","10000402","Hose","1"
"18","00002889","Bolt  QC/T 340  M10×45","1"
"19","10000265","Pothole pusher","2"
"20","00000596","895-38.1×236  Pin","1"
"21","10000278","Outer arm 1","1"
"22","00002096","896B-38.1×25A  Pin","2"
"23","","Lower lift cylinder assembly (without seal kit) (refer to 
401.1)","1"
"24","10000266","Inner arm 1","1"
"25","00000577","896-38.1×515  Pin","1"
"26","00000220","8902-10080  Pin","5"
"27","00002877","Bolt  QC/T 340  M10×35","9"
"28","10000251","Sensor cover (JCPT1212HD/DC-CE)","1"
