"Item","Part No.","Description","Qty."
"1","00000607","Screw  GB/T 818  M5×12 - H","1"
"2","00002758","Wire clip","1"
"3","10002205","Main deck weldment (JCPT1012HD/DC, 
JCPT1212HD/DC, JCPT1412HD/DC)","1"
"","10004985","Main deck weldment (JCPT1612HD/DC)","1"
"4","10001745","Bracket","4"
"5","00002569","Bolt  GB/T 16674  M6×55","8"
"6","00002586","Screw  M8×16","8"
"7","00002574","Nut  GB/T 6183.1  M6","8"
"8","10003413","Plug","4"
"9","10001704","Switch rod","4"
"10","00001060","Screw  GB/T 818  M6×12 - H","16"
"11","00000621","Washer  GB/T 93  6","16"
"12","00002606","Limit switch","4"
"13","00001827","Water-proof joint  M18","4"
"14","00002613","Footswitch","1"
"15","00002484","Screw  GB/T 70.1  M5×25","2"
"16","00001246","Screw  GB/T 70.1  M5×16","1"
"17","00000605","Washer  GB/T 97.1  5","9"
"18","10002206","Extension deck weldment","1"
"19","00002573","Nut  GB/T 6183.1  M5","7"
"20","00001252","Screw  GB/T 70.1  M5×12","6"
"21","00000606","Washer  GB/T 93  5","6"
"22","10001720","Switch bracket","1"
"23","00002354","Limit switch","1"
"24","10001757","Frame weldment (JCPT1012HD/DC, JCPT1212HD/DC)","1"
"","10001763","Frame weldment (JCPT1412HD/DC)","1"
"","10004982","Frame weldment (JCPT1612HD/DC)","1"
