"Item","Part No.","Description","Qty."
"1","09440011","Decal, Label-Lanyard anchorage point","4"
"2","09340001","Decal, Notice-Keep the manual with the machine","1"
"3","09440001","Decal, Danger-General safety rules","1"
"4","09440003","Decal, Danger-Tip-over hazard, tilt-alarm","1"
"5","09340003","Decal, Instructions-Refer the operator to the instructions 
for use","2"
"6","09440013","Decal, Label-Capacity 380kg (JCPT0808HD/DC)","1"
"","09440014","Decal, Label-Capacity 230kg (JCPT1008HD/DC)","1"
"","09440015","Decal, Label-Capacity 450kg (JCPT1012HD/DC)","1"
"","09440016","Decal, Label-Capacity 320kg (JCPT1212HD/DC)","1"
"","09440017","Decal, Label-Capacity 320kg (JCPT1412HD/DC)","1"
"","09440018","Decal, Label-Capacity 200kg (JCPT1612HD/DC)","1"
"7","09440005","Decal, Warning-Use indoors only (JCPT1008HD/DC, 
JCPT1412HD/DC, JCPT1612HD/DC)","1"
"8","09210001","Nameplate, Manufacturer serial number","1"
"9","09310001","Decal, Instructions-Forklift pockets","2"
"10","09310003","Decal, Instructions-Tie down point","4"
"11","09310002","Decal, Instructions-Lift point","4"
"12","09310008","Decal, Instructions-Maximum wheel load: 1000kg 
(JCPT0808HD/DC)","4"
"","09310010","Decal, Instructions-Maximum wheel load: 960kg 
(JCPT1008HD/DC)","4"
"","09310012","Decal, Instructions-Maximum wheel load: 1240kg 
(JCPT1012HD/DC)","4"
"","09310014","Decal, Instructions-Maximum wheel load: 1310kg 
(JCPT1212HD/DC)","4"
"","09310016","Decal, Instructions-Maximum wheel load: 1280kg 
(JCPT1412HD/DC)","4"
"","09310018","Decal, Instructions-Maximum wheel load: 1350kg 
(JCPT1612HD/DC)","4"
"13","09310006","Decal, Notice-Main power switch operation","1"
"14","09540001","Decal, Label-CE","3"
"15","09410001","Decal, Danger-Explosion/burn hazard","1"
