"Item","Part No.","Description","Qty."
"22","","Pressure sensor (refer to 401.1)","1"
"23","","Angle sensor (refer to 205.1)","1"
"24","","Platform control box assembly (refer to 306.1)","1"
"25","","Function manifold (refer to 403.1)","1"
"26","","Horn (refer to 105.1)","1"
"27","","Hour meter (refer to 105.1)","1"
"28","","Ground control assembly (refer to 113.1)","1"
"29","","Alarm (refer to 105.1)","1"
"30","","Motor (refer to 107.1)","1"
"31","","Motor controller (refer to 105.1)","1"
"32","","Fuse assembly (refer to 105.1)","1"
"33","","Power switch (refer to 104.1)","1"
"34","","Battery (refer to 104.1)","4"
"35","","Charger (refer to 104.1)","1"
