"Item","Part No.","Description","Qty."
"1","09440011","Decal, Label-Lanyard anchorage point","4"
"2","09340001","Decal, Notice-Keep the manual with the machine","1"
"3","09440037","Decal, Danger-General safety rules","1"
"4","09440003","Decal, Danger-Tip-over hazard, tilt-alarm","1"
"5","09340005","Decal, Instructions-Platform controller normal position","1"
"6","09340003","Decal, Instructions-Refer the operator to the instructions 
for use","2"
"7","09440027","Decal, Label-Capacity 840 lbs (JCPT0808HD/DC)","2"
"","09440029","Decal, Label-Capacity 500 lbs (JCPT1008HD/DC, 
JCPT1614HD/DC)","2"
"","09440031","Decal, Label-Capacity 1000 lbs (JCPT1012HD/DC)","2"
"","09440033","Decal, Label-Capacity 700 lbs (JCPT1212HD/DC)","2"
"","09440035","Decal, Label-Capacity 550 lbs (JCPT1412HD/DC)","2"
"8","09210003","Nameplate, Manufacturer serial number","1"
"9","09310001","Decal, Instructions-Forklift pockets","2"
"10","09310003","Decal, Instructions-Tie down point","4"
"11","09310002","Decal, Instructions-Lift point","4"
"12","09310020","Decal, Instructions-Maximum wheel load 2112 lbs 
(JCPT0808HD/DC, JCPT1008HD/DC)","4"
"","09310021","Decal, Instructions-Maximum wheel load 2376 lbs 
(JCPT1012HD/DC)","4"
"","09310023","Decal, Instructions-Maximum wheel load 2508 lbs 
(JCPT1212HD/DC)","4"
"","09310025","Decal, Instructions-Maximum wheel load 2948 lbs 
(JCPT1412HD/DC)","4"
"","09310026","Decal, Instructions-Maximum wheel load 3124 lbs 
(JCPT1614HD/DC)","4"
"13","09310006","Decal, Notice-Main power switch operation","1"
"14","09410007","Decal, Warning-Change battery (JCPT0808HD/DC, 
JCPT1008HD/DC, JCPT1012HD/DC)","1"
"","09410009","Decal, Warning-Change battery (JCPT1212HD/DC)","1"
"","09410011","Decal, Warning-Change battery (JCPT1412HD/DC, 
JCPT1614HD/DC)","1"
"15","09410001","Decal, Danger-Explosion/burn hazard","1"
