"Item","Part No.","Description","Qty."
"1","10021811","Engine top cover","1"
"2","00000743","Bolt  GB/T 5783  M6×20","12"
"3","00000620","Washer  GB/T 97.1  6","28"
"4","00001033","Nut  GB/T 6182  M6","12"
"5","10021829","Engine side cover","1"
"6","10003636","Bracket","2"
"7","00002335","Bolt  GB/T 5782  M6×60","2"
"8","00001028","Washer  GB/T 96.1  10","6"
"9","00000679","Washer  GB/T 93  10","6"
"10","10003633","Screw","2"
"11","00000674","Bolt  GB/T 5783  M10×20","4"
"12","10021820","Engine side cover","1"
