"Item","Part Number","Description","Qty.","Remark"
"15","00000854","Screw  GB/T 70.3  M12×25","12","BT28SRT 
BT26SRT 
BT26RT 
BT24RT 
BT26BRT 
BT24BRT"
"16","92101276","Support","1","BT30RT"
"","92048341","Support","1","BT30SRT 
BT28RT 
BT28BRT"
"","92100092","Support","1","BT28SRT 
BT26RT 
BT26BRT"
"","92049353","Support","1","BT26SRT 
BT24RT 
BT24BRT"
"17","00003607","Bolt  GB/T 5783  M8 × 50","1",""
"18","00000608","Flat Washer  GB/T 97.1  8","2",""
"19","92100679","Plate","1",""
"20","92100693","Clamp","1",""
"21","00001163","Nut  GB/T 6182  M8","1",""
