"Item","Part Number","Description","Qty.","Remark"
"18","92048554","Hose Assembly","1",""
"19","92048557","Hose Assembly","1",""
"20","00001504","Fitting, Straight","4",""
"21","00001114","Plug","1",""
"22","92048549","Hose Assembly","1",""
"23","92101282","Hose Assembly","1","BT30RT"
"","92048505","Hose Assembly","1","BT30SRT 
BT28RT 
BT28BRT"
"","92100126","Hose Assembly","1","BT26RT 
BT28SRT 
BT26BRT"
"","92048523","Hose Assembly","1","BT26SRT 
BT24RT 
BT24BRT"
"24","00002069","Fitting, Straight","2",""
"25","92048439","Hose Assembly","1","BT30SRT 
BT28SRT 
BT26SRT"
"","92048942","Hose Assembly","1","BT30RT 
BT28RT 
BT26RT 
BT24RT"
"","92102306","Hose Assembly","1","BT28BRT 
BT26BRT 
BT24BRT"
"26","00001835","Fitting, 90°","2","BT30SRT 
BT28SRT 
BT26SRT"
"27","00001506","Fitting, Straight","2","BT30SRT 
BT28SRT 
BT26SRT"
"","00001504","Fitting, Straight","2","BT30RT 
BT28RT 
BT26RT 
BT24RT 
BT28BRT 
BT26BRT 
BT24BRT"
