"Item","Part Number","Description","Qty.","Remark"
"1","90001085","Absorber (Include item 2, 3, 4)","3",""
"2","90011240","Washer","6",""
"3","90011239","Rubber Ring","6",""
"4","90011145","Spacer","3",""
"5","00002527","Bolt  GB/T 5782  M12 × 80","3",""
"6","00000815","Spring Washer  GB/T 93  12","1",""
"7","00000814","Flat Washer  GB/T 97.1  12","5",""
"8","92047753","Radiator","1",""
"9","00001249","Nut  GB/T 6182  M12","2",""
"10","00001163","Nut  GB/T 6182  M8","4",""
"11","00000608","Flat Washer  GB/T 97.1  8","8",""
"12","92048883","Hydraulic Motor (Refer to 1-14)","1",""
"13","00002488","Bolt  GB/T 5783  M8 × 35","4",""
"14","00000609","Spring Washer  GB/T 93  8","4",""
