"Item","Part Number","Description","Qty.","Remark"
"1","50012653","Second Boom","1","BA22CRT2"
"","50012661","Second Boom","1","BA20CRT2"
"","50012666","Second Boom","1","BA18CRT2"
"","50012677","Second Boom","1","BA16CRT2"
"2","00001501","Fitting, Straight","3",""
"3","00012869","Fitting","2",""
"4","00012868","Fitting","2",""
"5","50012687","Hose Assembly","1",""
"6","00002137","Fitting, Straight","2",""
"7","50012697","Hose Assembly","1","BA22CRT2"
"","50012700","Hose Assembly","1","BA20CRT2"
"","50012703","Hose Assembly","1","BA18CRT2"
"","50012705","Hose Assembly","1","BA16CRT2"
"8","50012696","Hose Assembly","1","BA22CRT2"
"","50012699","Hose Assembly","1","BA20CRT2 
BA16CRT2"
"","50012702","Hose Assembly","1","BA18CRT2"
"9","50012597","Plate, Weldment","2",""
"10","50012599","Clamp","4",""
"11","50012600","Plate","2",""
"12","50012638","Support","1","BA22CRT2"
"","50012648","Support","1","BA20CRT2"
"","50012670","Support","1","BA18CRT2"
"","50012681","Support","1","BA16CRT2"
"13","50012640","Chain","1","BA22CRT2"
"","50012646","Chain","1","BA20CRT2"
"","50012668","Chain","1","BA18CRT2"
"","50012680","Chain","1","BA16CRT2"
"14","50012656","Support","1","BA22CRT2"
