"Item","Part Number","Description","Qty.","Remark"
"1","00000830","Screw  GB/T 70.3  M6×16","12",""
"2","50000448","Cover","2",""
"3","00000462","893C-40134 Pin, Pivot","1",""
"4","92029979","Shim","2",""
"5","92029978","Shim","2",""
"6","","JIB Leveling Cylinder Assembly (Refer to 
5-5)","1",""
"7","50008234","Cover","1",""
"8","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"9","00000621","Spring Washer  GB/T 93  6","4",""
"10","00000620","Flat Washer  GB/T 97.1  6","4",""
"11","00002488","Bolt  GB/T 5783  M8 × 35","1",""
"12","00000609","Spring Washer  GB/T 93  8","1",""
"13","00000608","Flat Washer  GB/T 97.1  8","1",""
"14","90001243","Plate","1",""
"15","00008962","Clamp","1",""
"16","93000393","Pressure Filter","1",""
"--","00013697","Filter element","1",""
"17","00000674","Bolt  GB/T 5783  M10 × 20","2",""
"18","00000679","Spring Washer  GB/T 93  10","2",""
"19","00000615","Flat Washer  GB/T 97.1  10","2",""
"20","50007947","Support","1",""
"21","00002246","Bolt  GB/T 5783  M5 × 12","4",""
"22","00000606","Spring Washer  GB/T 93  5","4",""
"23","00000605","Flat Washer  GB/T 97.1  5","4",""
