"Item","Part Number","Description","Qty.","Remark"
"1","00004485","Battery","1",""
"2","00000844","Screw  GB/T 70.3 M10×16","2",""
"3","00006392","Screw  GB/T 70  M6 × 60","1",""
"4","00000620","Flat Washer  GB/T 97.1  6","7",""
"5","92009577","Bolt","1",""
"6","92049239","Retainer","1",""
"7","00001033","Nut  GB/T 6182  M6","1",""
"8","92058013","Support","1",""
"9","00000993","Bolt  GB/T 5783  M8 × 25","4",""
"10","00000609","Spring Washer  GB/T 93  8","4",""
"11","00000608","Flat Washer  GB/T 97.1  8","4",""
"12","00012990","Oscillate Manifold (Refer to 1-10)","1",""
"13","00007393","Pressure Sensor","1",""
"14","50014096","Bracket","1",""
"15","00001252","Screw  GB/T 70  M5 × 12","8",""
"16","00000606","Spring Washer  GB/T 93  5","8",""
"17","00003545","Flat Washer  GB/T 96.1  5","8",""
"18","00000674","Bolt  GB/T 5783  M10 × 20","2",""
"19","00000679","Spring Washer  GB/T 93  10","6",""
"20","00001028","Flat Washer  GB/T 96.1  10","6",""
"21","00000748","Switch, Limit","2",""
"22","50008814","Support","1",""
"23","00000818","Bolt  GB/T 5783  M6 × 16","5",""
"24","00000621","Spring Washer  GB/T 93  6","5",""
"25","00000683","Bolt  GB/T 5783  M10 × 30","4",""
"26","00006580","Emergency Pump Assembly","1",""
"--","00006954","Motor","1",""
"--","00006955","Pump","1",""
"27","00002212","Horn","1",""
