"Item","Part Number","Description","Qty.","Remark"
"1","00001163","Nut  GB/T 6182  M8","8",""
"2","00000608","Flat Washer  GB/T 97.1  8","16",""
"3","92000239","Pin","2",""
"4","50010317","Bracket, Contact Alarm","2",""
"5","00001033","Nut  GB/T 6182  M6","2",""
"6","00000620","Flat Washer  GB/T 97.1  6","2",""
"7","92000238","Tube","2",""
"8","92000237","Spring","2",""
"9","00000993","Bolt  GB/T 5783  M8 × 25","8",""
"10","00000609","Spring Washer  GB/T 93  8","8",""
"11","92000236","JDBB-1013 Bearing","4",""
"12","50010197","Tube, Contact Alarm","2",""
"13","50010201","Plug, Nylon","2",""
"14","00006226","Magnet","1",""
"15","50010202","Jacket, Foam","2",""
"16","00006225","Door Magnetic Switch","1",""
