"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"192","02552500301011000","Cylinder body","A","1",""
"193","00771900311010006","Bush","A","1",""
"194","1081400706","Guide ring","A","2",""
"195","00771900311010002","Guide sleeve","A","1",""
"196","1040300231","Check ring","A","1",""
"197","1054400001","Composite bush","A","1",""
"198","1081000454","O-seal ring","A","1",""
"199","1081007674","Check ring","A","1",""
"200","1081010525","HBTS","A","1",""
"201","1081009887","U ring","A","1",""
"202","1081401781","Guide ring","A","1",""
"203","1081200722","FE dust ring","A","1",""
"204","00772100301010003","Cover","A","1",""
"205","1040102049","Screw","A","14",""
"206","1040300054(2)","Washer","A","14",""
"207","02552500301012000","Piston rod","A","1",""
"208","1040100466","Screw","A","1",""
"209","00771900311010004","Nut","A","1",""
"210","00771900311010001","Piston","A","1",""
"211","1081401795","Guide ring","A","2",""
"212","1081401794","Guide ring","A","2",""
"213","1081010523","HBTS","A","1",""
"214","1081007673","Check ring","A","2",""
"215","1081200465","O-seal ring","A","1",""
"216","1081010524","Glyd ring","A","1",""
"217","00771900311010005","Bush","A","1",""
