"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"218","00772100302001000","Cylinder body","A","1",""
"219","1081401896","Guide ring","A","2",""
"220","1081007315","HBTS","A","1",""
"221","1081007293","U ring","A","1",""
"222","1081200341","Dust ring","A","1",""
"223","1081000834","O-seal ring","A","1",""
"224","1081007705","Check ring","A","1",""
"225","00772100302000002","Guide sleeve","A","1",""
"226","1040101337","Screw","A","1",""
"227","00772100302000001","Piston","A","1",""
"228","1081007305","Piston seal","A","1",""
"229","1081200737","Check ring","A","2",""
"230","1081200457","O-seal ring","A","1",""
"231","00772100302002000","Piston rod","A","1",""
