"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040004517","Bolt","A","7","GB/T5783-2000"
"2","00771407140601140","Bending plate I","A","1",""
"3","00772107120601020","Water tank mounting plate","A","1",""
"4","1040004518","Bolt","A","3","GB/T5783-2000"
"5","1040002458","Bolt","A","4","GB/T5783-2000"
"6","00771407140601160","Bending plate III","B","1",""
"7","02552307140601010","Wind screen","B","1",""
"8","00771607110601190","Plate II","B","1",""
"9","00771607110601200","Plate III","B","1",""
"10","00771607110601180","Plate I","C","2",""
"11","1040000288","Bolt","A","14","GB/T5783-2000"
"12","1040301735","Washer","A","33","GB/T97.1-2002"
"13","00771407140601150","Bending plate II","A","1",""
"14","1040200170","Nut","A","4","GB/T889-1986"
"15","00771407100601170","Base plate","A","6",""
"16","00773407130601210","Sponge bar","A","1",""
"17","1040301031","Washer","B","8","GB/T96.1-2002"
"18","1040002262","Bolt","B","4","GB/T5783-2000"
"19","1000300984","Radiator assembly","B","1","BR93482ZC"
"20","00771407140601050","Hose III","A","1",""
"21","00771407140601070","Outlet pipework","A","1",""
"22","00771407140601040","Hose II","A","1",""
"23","1990202287","Spiral turbine rod clamp","A","8","SX12/W3/32-54"
"24","00771407140601110","Steam hose II","A","1",""
"25","1990202279","Turbine rod clamp","A","4","SX9/W4/12-20"
"26","00771407140601030","Hose I","A","1",""
"27","00771407140601060","Return pipe","A","1",""
"28","1990202281","Turbine rod clamp","A","2","SX9/W4/20-32"
"29","00771607110601020","Hose IV","A","1",""
"30","00771407140601080","Water supply pipe","A","1",""
"31","00771407140601090","Steam hose I","A","1",""
"32","1040200503","Nut","A","18","GB/T889.1-2000"
"33","1000300735","Expansion tank","A","1","1311-01690"
