"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140289151","Hose assembly","","1",""
"2","1140258347(2)","Hose assembly","","1",""
"3","1140300046","Hose assembly","","1",""
"4","1140300047","Hose assembly","","1",""
"5","1140300048","Hose assembly","","1",""
"6","1140300049","Hose assembly","","1",""
"7","1140281209","Hose assembly","","1",""
"8","1140249532","Hose assembly","","1",""
"9","1140258945","Hose assembly","","1",""
"10","1140283173","Hose assembly","","1",""
"11","1140300064","Hose assembly","","1",""
"12","1140300065","Hose assembly","","1",""
"13","1140253968","Hose assembly","","1",""
"14","1140245681","Hose assembly","","1",""
"15","1140300066","Hose assembly","","1",""
"16","1140258329","Hose assembly","","1",""
"17","1140253539","Hose assembly","","1",""
"18","1140256517","Hose assembly","","1",""
"19","1140255015","Hose assembly","","1",""
"20","1140255014","Hose assembly","","1",""
"21","1140250690(2)","Hose assembly","","1",""
"22","1140254962","Hose assembly","","1",""
"23","1140245614","Hose assembly","","1",""
"24","1140238301","Hose assembly","","1",""
"25","1140256054","Hose assembly","","1",""
"26","1140256053","Hose assembly","","1",""
"27","1140252181","Hose assembly","","1",""
"28","00771905200201010","Steel tube assembly","","1",""
"29","00771905200201020","Steel tube assembly","","1",""
"30","1149800856","Straight butt joint","","2",""
"31","1149800855","Straight butt joint","","2",""
"32","1140101425","Straight butt joint","","2",""
"33","1140101436","Straight butt joint","","2",""
"34","1140101426","Straight butt joint","","2",""
"35","1140101438","Diaphragm joint","","2",""
"36","1140101811","Diaphragm joint","","2",""
"37","1140224882(2)","Hose assembly","","1",""
"38","1140212678","Hose assembly","","1",""
