"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1022270089","ITT plug","A","1","192900-0055"
"2","1029900403","Socket outlet","A","1","192900-0425"
"3","1020700951","Plug bush(2 inserts)","A","5","DT06-2S"
"4","1020100949","Socket outlet","A","4","DT04-2P"
"5","1020404399","Work light","A","1","JD90A-H03Y012"
"6","1021404018","Tilting angle sensor","A","1","U2AMU-CB.S7"
"7","1029907942","Conductive slip ring","A","1","XC022-10"
"8","1020700942","Plug bush(4 inserts)","A","1","DTP04-4P"
"9","1020700945","Socket outlet(4 inserts)","A","1","DTP06-4S"
"10","1020522288","Limit switch","A","1","ZCP21+ZCE01+ZC
Y25+ZC PEP16"
"11","1020706505","24 core plug","A","1","132015-0075"
"12","1022202106","Bush","A","2","282080-1"
"13","1020700959","Plug bush","A","3","DT06-6S"
"14","1020700957","Socket outlet","A","2","DT04-6P"
