"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1020522288","Limit switch","A","1","ZCP21+ZCE01+ZC
Y25+ZC PEP16"
"2","1029909162","DC contactor","A","1","THZ8-200A12"
"3","025525062D0510020","ECU cables","A","1",""
"4","025525062D0510010","Turntable cables","A","1",""
"5","025525062D0530000","Turntable electric control box
assembly","A","1",""
"6","1029900667","Main power switch(Knob)","A","1","75920"
"7","1020304982","Buzzer","A","1","GFB-202-G"
"8","1021404070","GEFRAN pressure sensor","A","1","KS-E-E-Z-B04C-M-
V-54 8"
"9","1020404399","Work light","B","1","JD90A-H03Y012"
"10","1021404018","Tilting angle sensor","A","1","U2AMU-CB.S7"
"11","1020900063","Battery","A","1","6-QW-200"
