"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1000401589","Connector","A","1",""
"2","02552307140401080","Fuel pipe VIII","A","1",""
"3","02552307140401051","Fuel pipe V","A","1",""
"4","1990202279","Turbine rod clamp","A","12","SX9/W4/12-20"
"5","02552307140401041","Fuel pipe IV","A","1",""
"6","00771607110410000","Fuel tank assembly","D","1",""
"7","1040302512","Washer","A","4","GB/T96.1-2002"
"8","1040002434","Bolt","A","4","GB/T5783-2016"
"9","1040200503","Nut","A","8","GB/T889.1-2000"
"10","1040302480","Washer","B","6","GB/T96.1-2002"
"11","1009902027","Turbo worm clamp","A","4","SX9/W4/8-16"
"12","02552307140401070","Fuel pipe VII","A","1",""
"13","1040102598","Screw","B","8","GB/T70.1-2000"
"14","1040300771","Washer","A","8","GB/T97.1-2002"
"15","1000401586","电子燃油泵","A","1",""
"16","00772707100401060","Hollow bolt","A","2",""
"17","00772707100401070","Washer","A","4",""
"18","00772707100401050","Connector I","A","2",""
"19","1009810102","Oil-water separator","A","1",""
"20","00771407140401031","Fuel pipe II","A","1",""
"21","1040004619","Bolt","A","4","GB/T5783-2000"
"22","00771407140401011","Bending plate I","A","1",""
"23","00771407140401071","Fuel pipe VI","A","1",""
"24","1040004518","Bolt","A","3","GB/T5783-2000"
"25","1009801579","燃油止回阀","A","1",""
"26","1000400800","Refined filtration","A","1",""
"27","1040301515","Washer","A","5","GB/T97.1-2002"
"28","00771407140401041","Fuel pipe III","A","1",""
"29","1029902994","Cable tie","A","3","CHS-4*200(black)"
"30","02552307140401010","Fuel pipe I","A","1",""
