"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1081401901","Guide ring","A","2","HGR215×220×
15S108-H3"
"2","1081005513","780 Piston seal","A","1","5008310"
"3","1040101814","Screw","A","1","GB/T78-2000"
"4","00771900800600001","Piston","A","1","00771900800600001
-B"
"5","1040301292","Check ring","A","2","PW1-B"
"6","1081000454","O-seal ring","A","1","GB/T3452.1-1992"
"7","00771900800600004","Bush","A","1","00771900800600004
-A"
"8","1081401893","Guide ring","A","1","HGR120×125×
15S108-H3"
"9","00771900800602000","Piston rod","A","1","00771900800602000
-B"
"10","1081002019","O-seal ring","A","1","GB/T3452.1-2005"
"11","00771900800600006","Cover","A","1","00771900800600006
-A"
"12","1081001455","O-seal ring","A","1","GB/T3452.1-2005"
"13","1081200927","FL dust ring","A","1","FL120132"
"14","1081006469","U ring","A","1","605-4614000"
"15","1081006184","HBTS","A","1","A16MR01200NHLX"
"16","1054400149","Composite bush","A","1","SF-1 12080"
"17","1040301005","Check ring","A","1","GB/T895.1-1986"
"18","00771900800600005","Guide sleeve","A","1","00771900800600005
-A"
"19","1040301825","Check ring","A","1","PW1-A"
"20","1081200446","O-seal ring","A","1","GB/T3452.1-2005"
"21","1040100466","Screw","A","1","GB/T78-2000"
