"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"16","NO-NUMBER","Dust ring","A","1",""
"17","NO-NUMBER(2)","Shaft seal","A","1",""
"18","NO-NUMBER(3)","Thrust washer","A","1",""
"19","NO-NUMBER(4)","Housing sealing ring","A","3",""
"20","NO-NUMBER(5)","Housing","A","1",""
"21","NO-NUMBER(6)","Thrust bearing","A","1",""
"22","NO-NUMBER(7)","Linkage shaft","A","1",""
"23","NO-NUMBER(8)","Spacer pate","A","1",""
"24","NO-NUMBER(9)","Geroler","A","1",""
"25","NO-NUMBER(10)","Linked pin","A","1",""
"26","NO-NUMBER(11)","Rear cover","A","1",""
"27","NO-NUMBER(12)","Rear cover plug","A","1",""
"28","NO-NUMBER(13)","Shim","A","7",""
"29","NO-NUMBER(14)","Bolt","A","7",""
"30","NO-NUMBER(15)","Axle","A","1",""
"31","NO-NUMBER(16)","Flat key","A","1",""
