"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","00773400200001070","Stop pin","E","7",""
"3","1040004511","Bolt","A","7","GB/T5783-2000"
"8","1040301515","Washer","A","8","GB/T97.1-2002"
"16","00772100200001030","Pin III","A","1",""
"17","00772100200001061","Angle limit block","A","1",""
"18","1040103111","Screw","A","2","GB/T70.1-2000"
"19","1040101980","Screw","A","10","GB/T70.1-2000"
"20","1040004519","Bolt","A","2","GB/T5783-2000"
"20","1040302492","Washer","B","10","GB/T97.1-2002"
"21","1010202384","Rotary actuator","A","1","LS2-042-190-
QMAJC(G2
202700)V3"
"22","00772100200001121","Adjustable spacer","A","5",""
"23","1040103222","Screw","A","1","GB/T70.1-2000"
"24","1040301514","Washer","A","1","GB/T97.1-2002"
"25","1040102138","Screw","A","10","GB/T70.1-2000"
"26","1040302493","Washer","B","10","GB/T97.1-2002"
"27","00772100200600001","Seat II","C","1",""
"28","00773400300001050","Bearing","A","2",""
"29","00772100200001201","Sensor protective hood II","B","1",""
