"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02552505211610000","Oil tank","A","1",""
"2","1019901354","Liquid level thermometer","A","1","FSA-176-1.0/T/10"
"3","1149901683","Male stud connector","A","1","GE42LREDOMDCF"
"4","1140111237","Male stud connector","A","1","GE08LREDOMDCF"
"5","1140101629","Plug screw","A","1","VSTI3/8EDCF"
"6","1140101464","Male stud connector","A","1","GE15LREDOMDCF"
"7","1140101707","Male stud connector","A","1","GE22LREDOMDCF"
"8","1140101465","Male stud connector","A","1","GE15LR3/8EDOMD
CF"
"9","1140103362","Male stud connector","A","3","GE28LREDOMDCF"
"10","1140101463","Male stud connector","A","1","GE12LR1/2EDOMD
CF"
