"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040002555","Bolt","A","18","GB/T5783-2000"
"2","1040300771","Washer","A","24","GB/T97.1-2002"
"3","1040103123","Screw","A","2","GB/T70.2-2000"
"4","1040201896","Nut","A","12","GB/T889.1-2015"
"5","00771600122301180","Bumper","B","1",""
"6","00771600132301080","Connecting plate","B","2",""
"7","00771600122301190","Limit block","A","2",""
"8","1040001631","Bolt","A","4","GB/T5783-2000"
"9","1040300735","Washer","A","6","GB/T96.1-2002"
"10","02555300102301010","Steel clamp","A","2",""
"11","1040302410","Washer","A","4","GB/T97.1-2002"
"12","1040201772","Nut","A","4","GB/T6170-2000"
"13","1040102776","Screw","A","4","GB/T70.1-2000"
"14","1159901036","Spring hinge","A","2","HSL-4100-7K"
"15","00771600122301260","Limit plate weldment II","B","1",""
"16","00771600122301230","Bracket II","B","1",""
"17","00771600122301200","Bracket I","B","1",""
"18","00771600122301250","Limit plate weldment I","B","1",""
