"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"5","02552500300800000","Fourth-section boom weldment","B","1",""
"89","00771900321801020","Adjustable block","A","4",""
"90","1040004565","Bolt","A","6","GB/T5783-2016"
"91","00773700303000001","Slider assembly","B","2",""
"92","1040302489","Washer","B","20","GB/T97.1-2002"
"93","00771100301601071","Adjustable spacer","A","4",""
"94","00771100301601061","Adjustable spacer","A","2",""
"95","02552500301490000","Slider","A","2",""
"96","02552300301810000","Slider","A","2",""
"97","00771100301310000","Slider","B","2",""
"98","00773400300001150","Adjustable gasket VI","A","2",""
"99","00773400300001140","Adjustable spacer V","B","6",""
"100","02552300301801010","Adjustable spacer(5mm)","A","2",""
"101","00771900301801051","Adjustable spacer","A","2",""
"102","1040002433","Bolt","A","14","GB/T5783-2000"
