"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1029900385","Plug bush","A","12","DTM06-3S"
"2","1029900384","Socket outlet","A","12","DTM04-3P"
"3","1021404304","Angle sensor","A","8","Vert-X31E6a736-
121-4 01"
"4","1020103955","Controller connector assembly","A","1","R902603622"
"5","1029907942","Conductive slip ring","A","1","XC022-10"
"6","1020700957","Socket outlet","A","1","DT04-6P"
"7","1020700959","Plug bush","A","1","DT06-6S"
"8","1020700945","Socket outlet(4 inserts)","A","1","DTP06-4S"
"9","1020700942","Plug bush(4 inserts)","A","1","DTP04-4P"
"10","1020521753","Approach switch","A","4","NBB8-18GM50-E2"
