"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"23","1029908969","Terminal","B","6","UJ6-4/1×2"
"24","1029905392","Terminal","A","5","2002-1681"
"25","1029901278","Chocking fastening components","B","2","UKJ-2G4(GY)"
"26","1020605395","Fuse","A","4","297005"
"27","1020520942","End plate","A","1","2002-1691"
"28","1020704265","3 wire grounding terminal strip","A","3","2004-1307"
"29","1029805618","Socket","A","1","T417111005-002"
"30","1020809446","Guide rail","A","1","SU 35/7.5-1(4.8-25)"
"31","1022396084","Cable fixed head","A","1","HSK-M20B"
"32","1029906990","ITT plug","A","1","192900-0074"
"33","1029908987","Clapboard","B","2","UJ6-4/1×2G(OG)"
"34","1020605394","Fuse","A","1","297010"
"35","1029805617","Cover cap","A","1","P5407601000000"
"36","1029904920","ZDU2.5 short contact tag","A","2","2002-402"
"37","1020404405","Flashy buzzer","B","1","AD17-
22SML/DC12VR"
"38","1029907643","Socket","A","1","192900-0437"
"39","1020103903","Controller","B","1","RC28-14/30"
"40","1040300062","Washer","B","4","GB/T93-1987"
"41","1040300051","Washer","A","4","GB/T97.1-2002"
"42","1040300159","Washer","A","1","GB/T96.1-2002"
"43","1040102372","Hex socket cap screw","A","4","GB/T70.1-2000"
