"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140256844","Hose assembly","A","1",""
"2","1140258347","Hose assembly","A","1",""
"3","1140300052","Hose assembly","A","1",""
"4","1140300045","Hose assembly","A","1",""
"5","1140245747","Hose assembly","A","1",""
"6","1140212609","Hose assembly","A","1",""
"7","1140224882","Hose assembly","A","2",""
"8","1140208906","Hose assembly","A","1",""
"9","1140255000","Hose assembly","A","1",""
"10","1140300050","Hose assembly","A","1",""
"11","1140202217","Hose assembly","A","1",""
"12","1140252171","Hose assembly","A","1",""
"13","1140204412","Hose assembly","A","1",""
"14","1140261608","Hose assembly","A","1",""
"15","1140253007","Hose assembly","A","1",""
"16","1140203537","Hose assembly","A","1",""
"17","1140300051","Hose assembly","A","1",""
"18","1140283169","Hose assembly","A","2",""
"19","1140300061","Hose assembly","A","1",""
"20","1140253386","Hose assembly","A","1",""
"21","1140253953","Hose assembly","A","1",""
"22","1140278655","Hose assembly","A","1",""
"23","1011403161","Hose assembly","A","1",""
"24","1140203365","Hose assembly","A","1",""
"25","1140300062","Hose assembly","A","1",""
"26","1140300063","Hose assembly","A","1",""
"27","1140256352","Hose assembly","A","1",""
"28","1140213052","Hose assembly","A","1",""
"29","1140260775","Hose assembly","A","1",""
"30","1140202232","Hose assembly","A","1",""
"31","1140228417","Hose assembly","A","1",""
"32","1140252159","Hose assembly","A","1",""
