"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"8","1020499012","Alarm indicator panel","A","1","DL-LD14G-34"
"9","1020521445","Joystick","A","7","TN8A_107EY_N_C
H01"
"10","1020810958","Joystick","A","2","TN8A_108EY_N_C
H01"
"11","1020521444","Joystick","A","2","TN8A_103EY_N_C
H01"
"12","1020521443","Joystick","A","2","TN8A_101EY_N_C
H01"
"13","1029802085","Nylon plug","A","6","DPK-M12B"
"14","1029804205","Tighten nut","A","6","GMK-M12B"
"15","00772706200210030","Platform electric control box","B","1",""
"16","1029907663","Water-proof cap","A","1","D-15-PBM-12M"
"17","1020520994","Joystick","A","1","D10BHD2AK4ZOZ
LG"
"18","1020520993","Joystick","A","1","D10AHS2AK2ZOZ
LG"
"19","1020520995","Potentiometer","A","1","DD40HS1ZLG"
"20","1020502039","Emergency stop button head","A","1","ZB2-BT4C"
"21","1040001122","Bolt","A","8","GB/T5783-2000"
"22","1040300514","Washer","A","8","GB/T97.1-2002"
