"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1020700955","Socket outlet(4 inserts)","A","1","DT06-4S"
"2","1020700953","Socket outlet","A","1","DT04-4P"
"3","1029906298","Limit switch 1NO+1NC","A","2","ZCD21+ZCE01+ZC
Y25+ZC DEP16"
"4","00772706200230081","Anti-extrusion harness","B","1",""
"5","1029900403","Socket outlet","A","1","192900-0425"
"6","1021404015","Tilting angle sensor","C","1","MSS-530"
"7","1020700540","Terminal resistance","B","1","DT04-3P-P006"
"8","1020520944","Limit switch","A","2","ZCD21+ZCE02+ZC
DEP16"
"9","1020521022","Foot switch","A","1","FS-5G-20-C(hole)"
"10","1029902115","Six core plug","A","1","DTM06-6S"
"11","1029902116","Six-pin socket","A","1","DTM04-6P"
"12","1020202285","Load cell","A","1","SLB625D"
"13","1020100949","Socket outlet","A","2","DT04-2P"
"14","1029904249","Socket outlet(2 inserts)","A","2","DT06-2S"
"15","1022600168","Light","A","2","LP203P"
