"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"69","1019820248","Cylinder body","A","1",""
"70","1019820249","O-seal ring","A","1","GB/T3452.1-1992"
"71","1019820250","Check ring","A","1",""
"72","1019820251","Guide sleeve","A","1",""
"73","1019820252","Guide ring","A","2",""
"74","1019820253","HBTS","A","1",""
"75","1019820254","ZBR type piston rod seal","A","1",""
"76","1019820255","Dust ring","A","1",""
"77","1019820256","Piston seal","A","1",""
"78","1019820257","Screw","A","1","GB/T78-2000"
"79","1019820258","Piston","A","1",""
"80","1019820259","Check ring","A","2",""
"81","1019820260","O-seal ring","A","1","GB/T3452.1-2005"
"82","1019820261","Piston rod","A","1",""
