"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140300068","Hose assembly","A","1",""
"2","1140300071","Hose assembly","A","2",""
"3","1140300072","Hose assembly","A","2",""
"4","1140225968","Hose assembly","A","2",""
"5","1140256335","Hose assembly","A","1",""
"6","1140240803","Hose assembly","A","2",""
"7","1140251510","Hose assembly","A","2",""
"8","1140227096","Hose assembly","A","1",""
"9","1140245759","Hose assembly","A","1",""
"10","1011402361","Hose assembly","A","2",""
"11","1140252174","Hose assembly","A","2",""
"12","1140253559","Hose assembly","A","2",""
"13","1140257199","Hose assembly","A","2",""
"14","1140253306","Hose assembly","A","2",""
"15","1140252177","Hose assembly","A","2",""
"16","1140256319","Hose assembly","A","1",""
"17","1140252168","Hose assembly","A","1",""
"18","1140237126","Hose assembly","A","1",""
"19","1140208775","Hose assembly","A","1",""
"20","1140203091","Hose assembly","A","1",""
"21","1140234891","Hose assembly","A","1",""
"22","1140224865","Hose assembly","A","1",""
