"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02552500300200000","First boom section weldment","B","1",""
"6","02552500301050000","Extending cylinder pin","B","2",""
"7","1040103574","Screw","A","2","GB/T70.3-2000"
"8","1040002738","Bolt","A","22","GB/T5783-2000"
"9","1040300735","Washer","A","18","GB/T96.1-2002"
"10","02552500300001020","Boom tail plate","A","1",""
"11","02552000300001030","Side seal plate","A","2",""
"12","00771900311201011","Lubrication-free bearing","A","2",""
"13","00771900311201030","Oil pipe fixing seat II","B","2",""
"14","00771900311201020","Oil pipe fixing seat I","B","2",""
"15","1040102773","Screw","A","4","GB/T70.1-2000"
"16","1040300771","Washer","A","8","GB/T97.1-2002"
