"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140101478","Right-angle combination coupling","A","3","EW15LOMDCF"
"2","1140101488","T-junction","A","1","EL18LOMDCF"
"3","1140115070","Long male stud connector","A","1","GE20SREDOMDCF
-L75"
"4","1140102812","Male stud connector","A","2","GE18LREDOMDCF"
"5","1140111237","Male stud connector","A","2","GE08LREDOMDCF"
"6","1140108469","Connector","A","3","GE08LR3/8EDOMD
CF"
"7","1140101475","Right-angle combination coupling","A","4","EW08LOMDCF"
"8","1140101515","Butted reducer union","A","1","RED20/12SOMDCF"
"9","1140101489","T-junction","A","2","EL15LOMDCF"
"10","1010311245","Main valve","A","1","HVSP12-000000-
3174"
"11","1140102959","Right-angle connector","A","2","EL08LOMDCF"
"12","1140102940","Male stud connector","A","1","GE28LR3/4EDOMD
CF"
"13","1140101479","Right-angle combination coupling","A","1","EW18LOMDCF"
"14","1060300324","T-junction","A","1","EL28LOMDCF"
"15","1140114591","Reducer union","A","1","RED28/15LOMDCF"
"16","1140101711","T-junction","A","1","EL20SOMDCF"
"17","1140101737","Right-angle combination coupling","A","1","EW28LOMDCF"
"18","1140114361","Long male stud connector","A","2","GE15LREDOMDCF
-L70"
"19","1140101462","Male stud connector","A","1","GE12LREDOMDCF"
