"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"32","1040303579","Washer","A","4","GB/T96.1-2002"
"33","1040202855","Nut","A","4","GB/T889.1-2000"
"34","1040301515","Washer","A","4","GB/T97.1-2002"
"35","1040002738","Bolt","A","4","GB/T5783-2000"
"36","00771100110230400","Block","B","1",""
"37","00771100110230200","Block II","B","1",""
"38","00771100110232000","Protective hood","B","1",""
"39","00773400100261060","Bolt","A","2",""
"40","1040302480","Washer","B","4","GB/T96.1-2002"
"41","1040200503","Nut","A","2","GB/T889.1-2000"
"42","1040103112","Screw","A","4","GB/T70.1-2000"
