"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1020706399","24 core sheath","A","1","132015-0076"
"2","1020707102","80-pin plug","A","1","34566-1903"
"3","1020707103","80-pin plug","A","1","34566-0803"
"4","1020704526","4 hole sheath","A","1","174257-2"
"5","1020700540","Terminal resistance","B","1","DT04-3P-P006"
"6","1020700951","Plug bush(2 inserts)","A","4","DT06-2S"
"7","1020706225","Two-pin plug-in","A","1","7123-2228"
"8","1020701646","Bush","A","1","DJ7013-6.3-2195"
"9","1029907739","Bush","A","1","6189-1046"
"10","1022202106","Bush","A","1","282080-1"
"11","1029901585","RNB","A","2","GQ-OT1.5-4"
"12","1020700957","Socket outlet","B","1","DT04-6P"
