"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"6","1040300735","Washer","A","2","GB/T96.1-2002"
"7","02552501100001090","Knob mounting plate","A","1",""
"8","1040002738","Bolt","A","2","GB/T5783-2000"
"9","1040004519","Bolt","A","27","GB/T5783-2000"
"10","1040303580","Washer","A","108","GB/T96.1-2002"
"11","1040301510","Washer","A","56","GB/T93-1987"
"12","1040201089","Nut","A","52","GB/T6170-2000"
"13","1040004678","Knob bolt","A","6","M10×70"
"14","1040202856","Nut","A","20","GB/T889.1-2000"
"15","1040303581","Washer","A","22","GB/T96.1-2002"
