"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02552505211610000","Oil tank","A","1",""
"2","00771905211601010","Cover plate - rubber pad","A","1",""
"3","00771905211620000","Cover plate assembly","A","1",""
"4","1010601139","Oil return filter","A","1","RFMON185B
D10A1.0/-V 300"
"5","1040301515","Washer","A","12","GB/T97.1-2002"
"6","1040004519","Bolt","A","2","GB/T5783-2000"
"7","1040301510","Washer","A","12","GB/T93-1987"
"8","1040004518","Bolt","A","10","GB/T5783-2000"
"9","1140103362","Male stud connector","A","3","GE28LREDOMDCF"
"10","1140101737","Right-angle combination coupling","A","1","EW28LOMDCF"
"11","1010500489","Air filter","A","1","EFB480H150-W"
