"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140101632","Right-angle combination coupling","A","4","EW16SOMDCF"
"2","1140101477","Right-angle combination coupling","A","1","EW12LOMDCF"
"3","1140101478","Right-angle combination coupling","A","2","EW15LOMDCF"
"4","1140118540","Long male stud connector","A","3","GE16SREDOMDCF
-L160"
"5","1149902020","Long male stud connector","A","2","GE15LREDOMDCF
-L120"
"6","1019902323","Long male stud connector","A","1","GE12LREDOMDCF
-L150"
"7","1011200299","Centre revolving joint","A","1","ZYZH47A"
"8","1140101475","Right-angle combination coupling","A","4","EW08LOMDCF"
"9","1140111237","Male stud connector","A","5","GE08LREDOMDCF"
"10","1149900295","TRansitional joint","A","1","ET08LOMDCF"
"11","1140101527","Male stud connector","A","4","GE16SREDOMDCF"
"12","1140101464","Male stud connector","A","3","GE15LREDOMDCF"
"13","1140101484","T-junction","A","3","ET15LOMDCF"
"14","1140101809","Butted reducer union","A","2","RED15/12LOMDCF"
"15","1140114648","Long male stud connector","A","3","GE16SREDOMDCF
-L130"
"16","1140107801","Connector","A","1","EV08LOMDCF"
"17","1060300302","Reducer joint","A","1","RED15/08LOMDCF"
